"Compound id"	"MeanDecreaseAccuracy"	"MeanDecreaseGini"
"3122_755.4019_3.05NA"	"0.00141269841269841"	"0.17693768719003"
"709_253.1176_1.41Phe-Ser"	"0.000789473684210526"	"0.176196714031474"
"3457_229.1175_3.46NA"	"0.00110481212920237"	"0.175962196743104"
"3803_703.3765_5NA"	"0.00112837837837838"	"0.175130535976989"
"3875_825.9672_5.38NA"	"0.000939271255060729"	"0.17419496123401"
"5029_581.7989_4.09NA"	"0.000839947462238484"	"0.174043496372908"
"11048_444.7409_3.15NA"	"0.00138170995670996"	"0.172189369637784"
"7047_530.3146_3.76NA"	"0.00106794871794872"	"0.172143289760349"
"11507_449.222_2.75NA"	"0.000885714285714286"	"0.171300218816869"
"3458_230.6591_2.72NA"	"0.00129848484848485"	"0.17040439451837"
"3495_332.1814_2.77NA"	"0.00133310019234132"	"0.168310858406381"
"6733_642.3142_4.32NA"	"0.000972972972972973"	"0.165270327781161"
"9379_473.2934_3.87NA"	"0.00112894736842105"	"0.164729347249083"
"6218_287.1714_2.72NA"	"0.00101742160278746"	"0.164238927740451"
"11280_546.2932_4NA"	"0.00141176470588235"	"0.164149562594269"
"2563_649.354_5.19NA"	"0.00129864253393665"	"0.163832773109244"
"5725_460.2403_2.86NA"	"0.00146111111111111"	"0.162472577164837"
"3570_417.2326_3.49NA"	"0.000495495495495496"	"0.162354831644093"
"9444_790.4164_4.92NA"	"0.000514285714285714"	"0.161587163626254"
"7610_166.0863_2.62Massbank:PB000409 Phenylalanine|2-amino-3-phenylpropanoic acid"	"0.000632668144863267"	"0.160997464248857"
"6716_565.319_3.49NA"	"0.000436974789915966"	"0.160766317603965"
"2921_283.1602_3.01NA"	"0.000890243902439024"	"0.160101114528125"
"2777_215.1379_2.92NA"	"0.00138991596638655"	"0.158304432884265"
"9253_604.3266_4.22NA"	"0.000799431009957326"	"0.15826707234618"
"6529_522.2571_3.54NA"	"0.00113513513513514"	"0.157471080188348"
"3768_658.2732_3.66NA"	"0.000884384384384384"	"0.156461437908497"
"7996_390.2016_4.14NA"	"0.0011006006006006"	"0.155497978883861"
"6957_343.1969_1.35NA"	"0.000950558213716108"	"0.152664709674973"
"6443_258.6603_2.7NA"	"0.000418421052631579"	"0.151030839380115"
"5664_866.1373_5.21NA"	"0.00185972222222222"	"0.123689190783088"
"3478_309.1782_3.09NA"	"0.00158558558558559"	"0.123562715374339"
"3532_376.2224_3.65NA"	"0.00160573476702509"	"0.122641038927624"
"5001_522.2737_4.37NA"	"0.00179689608636977"	"0.116151970323677"
"11118_559.3066_3.31NA"	"0.00122901849217639"	"0.110458235294118"
"8388_399.2585_3.53NA"	"0.00131126202603282"	"0.109487410780479"
"8375_346.1946_3.04NA"	"0.000661764705882353"	"0.107873247689881"
"6327_869.4702_2.8NA"	"0.000873684210526316"	"0.106594467130192"
"2026_440.7468_2.91NA"	"0.0011609907120743"	"0.106584349277748"
"3874_822.4136_3.88NA"	"0.00065"	"0.105676862745098"
"5675_882.7167_4.9NA"	"0.000794871794871795"	"0.104837801013003"
"7950_741.4156_3.6NA"	"0.000692155570204351"	"0.104652612769246"
"4152_435.257_3.28NA"	"0.00116825396825397"	"0.104504901960784"
"3464_281.1128_2.06NA"	"0.000860925039872408"	"0.10439041402923"
"9355_310.1756_3.11NA"	"0.00103458646616541"	"0.101899551377417"
"7185_389.2345_3.09NA"	"0.000883940620782726"	"0.101609997703637"
"5835_255.6543_3.16NA"	"0.000638691322901849"	"0.101075056437669"
"3791_682.3138_2.76NA"	"0.000794178794178794"	"0.100730439019439"
"5092_724.4311_4.17NA"	"0.000571428571428571"	"0.0994901960784314"
"3477_306.1455_2.92NA"	"0.00082051282051282"	"0.0979236686337545"
"6337_937.1738_5.32NA"	"0.000796983029541169"	"0.0974138761887734"
"6528_517.7994_3.03NA"	"0.00082051282051282"	"0.0970897832817338"
"9989_447.2451_3.23NA"	"3e-04"	"0.096657200811359"
"6480_362.2063_3.36NA"	"0.000775"	"0.0962026208184423"
"3510_348.1759_1.44NA"	"0.000756756756756757"	"0.0953725490196078"
"4935_410.1955_3.14NA"	"0.000492424242424242"	"0.0952561879812654"
"711_263.1398_2.9NA"	"0.000547794117647059"	"0.095152303728509"
"2054_498.3014_3.18NA"	"0.000865789473684211"	"0.0951070889894419"
"3453_166.0862_3.37NA"	"0.000878542510121458"	"0.0947101323287936"
"3901_865.8034_5.2NA"	"0.000744186046511628"	"0.0943137254901961"
"9683_516.2985_3.47NA"	"0.000565217391304348"	"0.0939327731092437"
"11533_749.3823_4.14NA"	"0.000708974358974359"	"0.0934689115072516"
"3575_423.7221_3.45NA"	"0.000292682926829268"	"0.0933524629363941"
"6987_415.2899_3.93NA"	"0.000634146341463415"	"0.0932781009839834"
"1790_511.9856_2.78NA"	"2e-04"	"0.0910815939278938"
"2422_281.1489_1.26NA"	"0.000585365853658537"	"0.0910815939278938"
"3839_760.7377_4.88NA"	"0.000358928571428571"	"0.0910791524596361"
"11888_243.1333_2.99NA"	"0.000736842105263158"	"0.0909854341736695"
"3786_675.52_4.69NA"	"0.000516216216216216"	"0.0908055196921536"
"7247_504.27_3.96NA"	"0.00027027027027027"	"0.0904505243958049"
"7695_447.2104_2.72NA"	"0.000352941176470588"	"0.0903529411764706"
"6674_449.2235_2.73NA"	"0"	"0.0903443037592395"
"729_304.1657_3.14Trp Val"	"0.000666666666666667"	"0.0902415661186506"
"7666_394.7108_3.15NA"	"0.000636363636363636"	"0.090240060331825"
"4055_575.303_3.71NA"	"0.000263157894736842"	"0.0900230742974172"
"7982_329.7105_3.32NA"	"0.000432432432432432"	"0.0896358543417367"
"7055_560.3279_3.87NA"	"0.000121212121212121"	"0.0896297773346627"
"5530_576.2902_3.46NA"	"0.000333333333333333"	"0.0894327606477794"
"9389_537.2538_3.61NA"	"0.000788888888888889"	"0.0892517703996299"
"3547_393.218_3.16NA"	"0.000342857142857143"	"0.0892361720807726"
"2984_417.232_3.08NA"	"0.000238095238095238"	"0.0891882352941177"
"8684_638.3135_3.33NA"	"0.000303030303030303"	"0.0891882352941177"
"3640_489.2578_3.25NCGC00380560-01_C26H32O9_Oxireno[4',5']pyrano[4',3':5,6]naphth[2,1-c]oxepin-3,10,12(1H,4H,10aH)-trione, 8-(3-furanyl)decahydro-5,6-dihydroxy-1,1,5a,7a,11b-pentamethyl-"	"0"	"0.0890074899525027"
"3465_284.6577_2.81NA"	"0.000315789473684211"	"0.0890074899525027"
"1440_205.0965_1.61Massbank:PB000417 Tryptophan|2-amino-3-(1H-indol-3-yl)propanoic acid"	"0.000256410256410256"	"0.0886685953069753"
"5514_554.297_4.27NA"	"0.000421052631578947"	"0.0885990950226244"
"6086_599.3368_3.3NA"	"0.000292682926829268"	"0.0885189973425268"
"6155_773.1633_4.87NA"	"0.000352941176470588"	"0.0885041623667011"
"7179_373.2272_2.93NA"	"0.000474160206718346"	"0.0880215201390365"
"3717_581.3141_3.78NA"	"0.000564102564102564"	"0.0878521008403361"
"2783_323.1817_2.88NA"	"9e-04"	"0.0876235294117647"
"3718_581.3144_4.08NA"	"-7.14285714285714e-06"	"0.0870653996983409"
"3480_314.1709_2.95NA"	"0.000285714285714286"	"0.0869659442724458"
"7732_509.2297_3.63NA"	"0.000372093023255814"	"0.0869659442724458"
"5524_568.3029_2.84NA"	"0.000341463414634146"	"0.0867505070993915"
"3514_352.1646_3.81Spectral Match to Trp-Phe from NIST14"	"0.000375"	"0.0867505070993915"
"3061_546.3085_3.44NA"	"0.000210526315789474"	"0.0866274509803922"
"5427_432.2304_3.21NA"	"0.000307692307692308"	"0.0866274509803922"
"3667_523.2436_3.61NA"	"0.000526315789473684"	"0.0865884766214178"
"7028_490.2528_1.41NA"	"0.000171428571428571"	"0.0865827890924262"
"8111_582.3052_4.07NA"	"0.000258064516129032"	"0.0864572947823197"
"5376_375.1871_1.45NA"	"0.000368421052631579"	"0.0863159041394336"
"7709_475.2462_2.84NA"	"9.52380952380952e-05"	"0.0861827145952721"
"2056_500.2717_2.79NA"	"0.00113852813852814"	"0.0861578066448545"
"5425_431.2471_3.37NA"	"0.00111827956989247"	"0.0860973768616631"
"8593_431.2481_3.38NA"	"0.000380952380952381"	"0.0860930168558652"
"7894_425.7169_3.08NA"	"0.000358974358974359"	"0.0860921112631099"
"3498_334.1396_2.98NA"	"0.00015"	"0.0857312065892188"
"3674_532.2294_2.76NA"	"-9.30232558139535e-05"	"0.0857312065892188"
"5469_480.2098_2.81NA"	"0.00025"	"0.0854269200136534"
"3662_519.2454_3.99NA"	"0.00045"	"0.0848983957219251"
"2088_553.3014_3.59NA"	"0.000363636363636364"	"0.0847179298051509"
"3692_556.7925_3.25NA"	"0.000309041835357625"	"0.0843700734449923"
"3606_460.3106_2.75NA"	"7e-04"	"0.0839098624524437"
"1945_229.1537_1.41Spectral Match to Ile-Pro from NIST14"	"0.00083991683991684"	"0.0838408274078863"
"7624_301.682_2.76NA"	"0.000736842105263158"	"0.0838235294117647"
"10502_177.1018_1.43NA"	"4e-04"	"0.0838235294117647"
"3569_417.2311_2.92NA"	"0.000315789473684211"	"0.0835672751859365"
"6956_334.1849_3.09NA"	"0.000342857142857143"	"0.0833419740777667"
"11889_244.6562_3.28NA"	"0.000324324324324324"	"0.0832095270603406"
"9551_435.2582_3.24NA"	"0.000333333333333333"	"0.0830630467571644"
"3835_757.3719_3.16NA"	"0.000631578947368421"	"0.0829803921568628"
"745_336.1913_3.61NA"	"0.000432432432432432"	"0.0826589521054324"
"6675_455.3212_3.91NA"	"0.000256410256410256"	"0.0826420298099898"
"2448_387.2548_3.38NA"	"0.00035"	"0.0825882352941177"
"4984_487.3114_3.86NA"	"9e-04"	"0.0822011385199241"
"3661_519.2322_2.86NA"	"5.26315789473684e-05"	"0.0821787114845939"
"3693_557.9769_4.82NA"	"0.000114285714285714"	"0.0820067423460612"
"3566_413.7001_3.22NA"	"0.000697674418604651"	"0.0815735294117647"
"5998_485.2575_3.63NA"	"0.000222222222222222"	"0.0813081650570676"
"8106_560.3252_3.66NA"	"0.00041025641025641"	"0.0805322128851541"
"5317_295.1644_1.45NA"	"9e-04"	"0.080465834818776"
"3554_399.2328_2.93NA"	"0.000380952380952381"	"0.0804613190730838"
"5516_558.3121_3.4NA"	"4e-04"	"0.0803619909502262"
"5671_878.2167_5.03NA"	"0.00027027027027027"	"0.0800436016511868"
"3917_960.5186_5.31NA"	"0.000857142857142857"	"0.0799319251547683"
"7390_908.475_3.76NA"	"0.000277777777777778"	"0.0798334551211789"
"2061_508.2422_3.53NA"	"0.000162162162162162"	"0.079479302832244"
"9119_337.7046_3.13NA"	"0.000540540540540541"	"0.0793471991504532"
"11998_520.2502_4.06NA"	"0.000717948717948718"	"0.0791836945304438"
"7020_473.294_3.96NA"	"0.000644444444444444"	"0.0789938159879337"
"11991_500.3526_3.24NA"	"0.000222222222222222"	"0.0789805582610403"
"9822_503.7672_3.04NA"	"0.000578947368421053"	"0.078958431372549"
"5055_653.8324_3.95NA"	"0.000228571428571429"	"0.078873949579832"
"764_374.2271_3.36NA"	"0.000578947368421053"	"0.0787930519209618"
"10601_488.2697_2.87NA"	"0.000411764705882353"	"0.0784866924826357"
"5889_374.2268_3.75NA"	"0.000926829268292683"	"0.0779367761158042"
"3905_878.4681_5.02NA"	"0.000488888888888889"	"0.0776981304149567"
"5831_224.1383_3.16NA"	"0.000153846153846154"	"0.0775260504201681"
"7049_531.3602_7.04NA"	"0.000526315789473684"	"0.0775173028459033"
"7665_393.216_3.55NA"	"0.00027027027027027"	"0.0770053475935829"
"3561_405.2159_3.21NA"	"0.000375"	"0.0761307189542484"
"707_243.1331_3.11NA"	"0.000486486486486487"	"0.0756324265555279"
"7979_229.1176_3.07NA"	"5.26315789473684e-05"	"0.0753725490196079"
"4898_342.2009_3.5NA"	"0.000205128205128205"	"0.0746452762923351"
"11516_508.2427_3.54NA"	"0.000790697674418605"	"0.0745849212924607"
"12142_387.7089_2.74NA"	"0.000228571428571429"	"0.0739597642041891"
"5888_373.241_3.32NA"	"0.000585470085470085"	"0.0737338543809132"
"5369_368.1602_3.34NA"	"0.000648648648648649"	"0.0734251147267418"
"11914_599.3337_3.35NA"	"0.000777777777777778"	"0.0726038612368024"
"3626_475.2719_3.19NA"	"6.25e-05"	"0.0723713606654783"
"4895_337.7055_3.13NA"	"6.06060606060606e-05"	"0.0717409867172676"
"6682_474.2548_3.35NA"	"0.000411764705882353"	"0.0713029211684674"
"7614_261.1436_2.29NA"	"9.75609756097561e-05"	"0.0659718483004487"
"12044_451.2506_3.24NA"	"0.000102564102564103"	"0.0631997049603541"
"3772_663.6821_4.86NA"	"0.00115958485958486"	"0.0464949152542373"
"3551_396.7153_3.75NA"	"0.000486486486486487"	"0.0391302270011947"
"7782_599.0073_5.38NA"	"0.00075"	"0.0367937747075769"
"1874_729.8771_2.87NA"	"4.32249322493225e-05"	"0.0348192567857806"
"1922_912.3834_3.73NA"	"0.000975070028011204"	"0.0342145841940007"
"1426_1265.9209_4.53NA"	"0.000455555555555556"	"0.0330738906255051"
"7217_447.2441_3.35NA"	"0.000521136521136521"	"0.0326288536278893"
"2757_938.9124_4.33NA"	"0.000887979094076655"	"0.0303619254915906"
"5318_295.2623_9.53Ricinoleic acid methyl ester"	"0.000416666666666667"	"0.0292160756501182"
"2582_718.358_3.66NA"	"0.000410526315789474"	"0.0292059281714454"
"3726_589.3144_3.54NA"	"0.000424242424242424"	"0.0279365079365079"
"1917_893.4149_3.95NA"	"-0.000111111111111111"	"0.0265846845314839"
"1352_631.0754_2.75NA"	"0.0001875"	"0.0265801224418122"
"402_888.3724_3.23NA"	"0.000325274725274725"	"0.0265464011936013"
"3500_335.8615_3.36NA"	"0.000255455712451861"	"0.0256299361430396"
"7742_528.3742_4.17NA"	"0.000694002447980416"	"0.0254557029177719"
"1682_1047.7328_7.4NA"	"0.000397074190177638"	"0.025413109578124"
"7155_171.1121_2.95NA"	"0.00024390243902439"	"0.0248387096774194"
"5360_360.3463_8.91NA"	"0.000772661484856607"	"0.0243065759637188"
"6399_633.6573_3.34NA"	"0.000382448970184913"	"0.0231438856882495"
"11433_201.1225_3.53NA"	"0.000246212121212121"	"0.0228409583280234"
"908_307.2624_8.71.gamma.-Linolenic acid ethyl ester"	"0.000476190476190476"	"0.0226431273644388"
"3613_465.2534_2.9NA"	"0.000389140271493213"	"0.0226071428571428"
"9116_325.1829_2.81NA"	"0.000162393162393162"	"0.0225740685543964"
"6673_444.2774_3.38NA"	"0.000642016806722689"	"0.022556126192223"
"3499_335.181_2.79NA"	"0.000626794258373206"	"0.0224615384615385"
"12385_599.3361_3.26NA"	"0.000522972206466251"	"0.022049899292523"
"2385_799.4531_3.66NA"	"0.000205128205128205"	"0.0216"
"5044_618.353_5.22NA"	"0.000275862068965517"	"0.0216"
"7089_673.5266_9.23NA"	"0.000232558139534884"	"0.0215593220338983"
"9138_376.2106_3.09NA"	"0.000171428571428571"	"0.0214736842105263"
"5785_490.2514_2.79NA"	"0.000461538461538462"	"0.0212307692307692"
"12234_543.3064_3.1NA"	"0.00024390243902439"	"0.0207272727272727"
"11609_306.1465_2.89NA"	"0.000307692307692308"	"0.0207272727272727"
"5848_293.1828_3.09NA"	"0.000263157894736842"	"0.0204933586337761"
"3583_432.7299_3.18NA"	"0.000257894736842105"	"0.0194932178932179"
"9893_482.3597_6.87Spectral Match to HEPC from NIST14"	"0.00069265889703232"	"0.0192104793756968"
"2265_371.2275_2.9NA"	"0.000348208673790069"	"0.0190833333333333"
"7301_608.3244_3.82NA"	"0.000759663865546218"	"0.0189304812834225"
"1617_815.5736_9NA"	"0"	"0.0189122257053292"
"1743_397.9418_3.45NA"	"0.00027027027027027"	"0.0186567524862909"
"10840_369.1974_2.98NA"	"0.000473684210526316"	"0.018633155080215"
"11173_372.7119_3NA"	"0.000255357142857143"	"0.0183796992481203"
"5354_351.227_8.71NA"	"0.000256410256410256"	"0.0183333333333333"
"3733_598.6732_5.38NA"	"5e-04"	"0.0182456140350877"
"1779_491.3066_3.9NA"	"0.000470588235294118"	"0.0182142857142857"
"3096_665.3834_3.76NA"	"-4.76190476190476e-05"	"0.0181818181818183"
"1181_287.2361_8.4Arachidonoyl amide"	"0.000228571428571429"	"0.0181481481481482"
"1601_768.4126_4.37NA"	"9.09090909090909e-05"	"0.0181307506053269"
"2072_530.5861_3.41NA"	"0"	"0.01811320754717"
"7249_510.4504_9.12NA"	"0.000432432432432432"	"0.0180769230769231"
"3895_853.959_4.81NA"	"0.000210526315789474"	"0.0180769230769231"
"11432_197.1277_3.09NA"	"0.00025"	"0.018"
"9617_835.4093_3.8NA"	"0.00027906976744186"	"0.0179166666666667"
"6527_516.3431_7.42NA"	"0.000424242424242424"	"0.0178723404255319"
"1353_631.3262_2.76NA"	"0"	"0.0178512820512821"
"2089_555.353_3.58NA"	"0.000372093023255814"	"0.0178382978723404"
"7085_665.3467_3.48NA"	"4.44444444444444e-05"	"0.0176744186046512"
"2118_617.2373_3.29NA"	"0.000122222222222222"	"0.0161517715494454"
"5237_739.3742_4.38NA"	"0.000142857142857143"	"0.0160291497975713"
"2071_530.2545_3.46NA"	"9.75609756097561e-05"	"0.0159408652349834"
"2363_690.0377_4.53NA"	"0.000257759784075574"	"0.0157344262295093"
"746_339.2872_8.8NA"	"0.000127764127764128"	"0.015637671957672"
"5345_341.3042_9.08NA"	"0"	"0.0153503893214692"
"1420_1163.2198_4.44NA"	"0.000106612685560054"	"0.015306882591094"
"1769_474.5034_2.7NA"	"0.000225"	"0.0152261363636371"
"87_352.8376_3.41NA"	"5.88235294117647e-05"	"0.0150724637681171"
"6940_295.1646_1.75NA"	"0.000626016260162602"	"0.0150613451589061"
"7225_457.345_9.5NA"	"0.000398034398034398"	"0.015054358974359"
"916_323.1551_2.61NA"	"0.000355263157894737"	"0.0150434389140285"
"5564_643.3452_3.68NA"	"0.000174891774891775"	"0.0150372171563661"
"5377_375.2225_3.03NA"	"0.00027027027027027"	"0.015"
"8078_433.2451_3.47NA"	"0.000210526315789474"	"0.014984126984127"
"7843_845.3847_3.85NA"	"0.000297979797979798"	"0.0149793650793651"
"2371_735.5724_8.49NA"	"0"	"0.0149677419354841"
"2216_933.9626_2.77NA"	"-0.000108108108108108"	"0.0149677419354841"
"2874_789.9327_4.94NA"	"0.000628571428571429"	"0.0149508196721313"
"2191_832.3411_3.81NA"	"0.000157894736842105"	"0.0149328286676343"
"2624_1105.2436_4.34NA"	"-5.40540540540541e-05"	"0.0149152542372884"
"2478_462.3418_5.86D-Glucosyl-.beta.1-1'-D-erythro-sphingosine"	"0.000315789473684211"	"0.0149127837514934"
"4342_875.0498_2.88NA"	"0.000148578811369509"	"0.0149026123301993"
"11561_426.2097_2.84NA"	"0.000142857142857143"	"0.0148571428571429"
"3663_519.2851_3.67NA"	"0.000186046511627907"	"0.0148363636363636"
"5683_933.6287_6.84NA"	"0.000108108108108108"	"0.0148363636363636"
"1923_912.8842_3.73NA"	"0.000359073359073359"	"0.014803487312948"
"1397_932.4696_3.03NA"	"0.000228758169934641"	"0.0147625194228641"
"147_439.2416_3.39NA"	"0.000117647058823529"	"0.01472"
"5250_793.5895_8.82NA"	"0"	"0.01472"
"11419_718.372_3.51NA"	"0.000176470588235294"	"0.01472"
"8901_452.7623_2.77NA"	"-5.40540540540541e-05"	"0.0146938775510204"
"1978_367.7299_3.61NA"	"0.000216216216216216"	"0.0146666666666667"
"1963_333.1789_3.06NA"	"0.000186046511627907"	"0.014651250788312"
"1629_843.878_3.86NA"	"5e-04"	"0.0146382978723404"
"362_742.4331_3.7NA"	"4.76190476190476e-05"	"0.0146382978723404"
"1237_546.3922_8.56NA"	"0.000125"	"0.0146382978723404"
"2785_343.3198_8.91NA"	"0.000205128205128205"	"0.0146122630992196"
"3614_465.2515_3.19NA"	"0"	"0.0145454545454545"
"6999_437.743_1.18NA"	"0"	"0.0145271122320305"
"5943_431.2469_2.96NA"	"0.000277777777777778"	"0.0145116279069767"
"5374_373.2106_8.31NA"	"0.000133333333333333"	"0.0144308311763014"
"7746_532.2798_3.93NA"	"0.000424242424242424"	"0.01437781201849"
"1746_416.5923_3.41NA"	"0.000109011627906977"	"0.0142340425531915"
"8145_802.7602_4.59NA"	"0"	"0.0137142857142857"
"11142_355.2601_8.93NA"	"0.000457142857142857"	"0.0133878787878788"
"5176_322.9069_2.52NA"	"0.000263157894736842"	"0.0123129074315524"
"2772_1166.8086_4.43NA"	"5.55555555555556e-05"	"0.012277672359267"
"385_828.1542_4.42NA"	"0.000171428571428571"	"0.0118118413988828"
"9939_840.4457_4.57NA"	"0.000102564102564103"	"0.0117959183673469"
"3486_319.1397_2.86NA"	"0.000216216216216216"	"0.011784126984127"
"3900_865.4691_5.2NA"	"0.00015"	"0.0117152542372881"
"8891_393.2268_3.25NA"	"0"	"0.0116965517241379"
"2203_870.4555_3.61NA"	"0.00027906976744186"	"0.0116771929824561"
"11363_941.4082_3.92NA"	"4.5945945945946e-05"	"0.0116710382513673"
"412_934.4643_2.78NA"	"0.000330409356725146"	"0.0116692082111448"
"12167_548.2978_6.48NA"	"0"	"0.0116110344827597"
"8163_885.9783_4.81NA"	"0.000610526315789474"	"0.011607201309329"
"6464_336.1928_3.54Gly Leu Phe"	"0.000353016688061617"	"0.0116034188034188"
